kx,ky,Spinz
-3.141592653589793,-3.141592653589793,1.0002000400080016
-3.141592653589793,-3.0781261353354537,1.000159053032818
-3.141592653589793,-3.0146596170811146,1.0000362188826217
-3.141592653589793,-2.951193098826775,0.9998319206915698
-3.141592653589793,-2.887726580572436,0.9995468063956467
-3.141592653589793,-2.8242600623180967,0.9991818028656378
-3.141592653589793,-2.7607935440637577,0.9987381358175906
-3.141592653589793,-2.697327025809418,0.998217355614284
-3.141592653589793,-2.633860507555079,0.9976213690874046
-3.141592653589793,-2.5703939893007397,0.9969524775126186
-3.141592653589793,-2.5069274710464007,0.9962134208537228
-3.141592653589793,-2.443460952792061,0.9954074283516778
-3.141592653589793,-2.379994434537722,0.9945382754622654
-3.141592653589793,-2.3165279162833827,0.9936103470333638
-3.141592653589793,-2.2530613980290433,0.9926287064484491
-3.141592653589793,-2.1895948797747042,0.9915991702335706
-3.141592653589793,-2.126128361520365,0.990528387314873
-3.141592653589793,-2.0626618432660258,0.9894239217040576
-3.141592653589793,-1.9991953250116865,0.988294336858572
-3.141592653589793,-1.9357288067573473,0.9871492792877066
-3.141592653589793,-1.872262288503008,0.9859995581293128
-3.141592653589793,-1.8087957702486688,0.9848572163782086
-3.141592653589793,-1.7453292519943295,0.9837355881822982
-3.141592653589793,-1.6818627337399903,0.9826493351176359
-3.141592653589793,-1.6183962154856508,0.9816144526006214
-3.141592653589793,-1.5549296972313116,0.9806482356093599
-3.141592653589793,-1.4914631789769723,0.9797691907326651
-3.141592653589793,-1.427996660722633,0.9789968793266627
-3.141592653589793,-1.3645301424682938,0.9783516743968415
-3.141592653589793,-1.3010636242139546,0.9778544120637789
-3.141592653589793,-1.2375971059596154,0.977525917512013
-3.141592653589793,-1.1741305877052761,0.9773863857468342
-3.141592653589793,-1.1106640694509369,0.9774546000961915
-3.141592653589793,-1.0471975511965974,0.9777469771930344
-3.141592653589793,-0.9837310329422584,0.9782764373222742
-3.141592653589793,-0.9202645146879189,0.9790511147337876
-3.141592653589793,-0.8567979964335799,0.98007294484387
-3.141592653589793,-0.7933314781792404,0.9813361946314391
-3.141592653589793,-0.7298649599249014,0.9828260382896011
-3.141592653589793,-0.666398441670562,0.9845173197474858
-3.141592653589793,-0.6029319234162229,0.9863736818375293
-3.141592653589793,-0.5394654051618835,0.9883472703454877
-3.141592653589793,-0.47599888690754444,0.9903792287478567
-3.141592653589793,-0.412532368653205,0.9924011734800979
-3.141592653589793,-0.34906585039886595,0.9943377691173373
-3.141592653589793,-0.2855993321445265,0.9961104032290651
-3.141592653589793,-0.22213281389018746,0.9976417987449512
-3.141592653589793,-0.158666295635848,0.9988612194688224
-3.141592653589793,-0.09519977738150853,0.9997097585323633
-3.141592653589793,-0.03173325912716951,1.0001450944650936
-3.141592653589793,0.031733259127169955,1.0001450944650936
-3.141592653589793,0.09519977738150898,0.9997097585323633
-3.141592653589793,0.15866629563584844,0.9988612194688224
-3.141592653589793,0.22213281389018746,0.9976417987449512
-3.141592653589793,0.28559933214452693,0.996110403229065
-3.141592653589793,0.34906585039886595,0.9943377691173373
-3.141592653589793,0.4125323686532054,0.9924011734800979
