ky,kz,G2,G3,G4
-3.665191429188092,-3.665191429188092,0.34544004816332924,0.345440048163329,0.872549337430173
-3.665191429188092,-2.617993877991494,0.3454400481633287,-0.3454400481633291,0.872549337430173
-3.665191429188092,-1.5707963267948961,0.20792671137897897,-0.4158534227579583,0.8853431049461072
-3.665191429188092,-0.5235987755982983,0.16247773996452464,-0.1624777399645244,0.9732430159174226
-3.665191429188092,0.5235987755982996,0.1624777399645243,0.16247773996452486,0.9732430159174226
-3.665191429188092,1.570796326794898,0.2079267113789791,0.41585342275795806,0.8853431049461074
-3.665191429188092,2.6179938779914953,0.3454400481633292,0.34544004816332896,0.8725493374301729
-3.665191429188092,3.6651914291880927,0.3454400481633287,-0.34544004816332946,0.8725493374301729
-2.617993877991494,-3.665191429188092,-0.34544004816332935,0.3454400481633289,0.8725493374301727
-2.617993877991494,-2.617993877991494,-0.34544004816332924,-0.34544004816332907,0.8725493374301727
-2.617993877991494,-1.5707963267948961,-0.20792671137897856,-0.4158534227579582,0.8853431049461071
-2.617993877991494,-0.5235987755982983,-0.16247773996452433,-0.16247773996452475,0.9732430159174227
-2.617993877991494,0.5235987755982996,-0.162477739964525,0.16247773996452447,0.9732430159174226
-2.617993877991494,1.570796326794898,-0.20792671137897956,0.4158534227579583,0.8853431049461069
-2.617993877991494,2.6179938779914953,-0.3454400481633289,0.3454400481633288,0.8725493374301732
-2.617993877991494,3.6651914291880927,-0.3454400481633292,-0.3454400481633292,0.8725493374301728
-1.5707963267948961,-3.665191429188092,-0.4158534227579585,0.20792671137897925,0.8853431049461069
-1.5707963267948961,-2.617993877991494,-0.41585342275795817,-0.20792671137897975,0.8853431049461069
-1.5707963267948961,-1.5707963267948961,-0.3019226519435958,-0.3019226519435963,0.9042596001628583
-1.5707963267948961,-0.5235987755982983,-0.24877816189359248,-0.1243890809467962,0.9605398392081699
-1.5707963267948961,0.5235987755982996,-0.24877816189359292,0.12438908094679654,0.9605398392081697
-1.5707963267948961,1.570796326794898,-0.30192265194359624,0.3019226519435966,0.9042596001628582
-1.5707963267948961,2.6179938779914953,-0.4158534227579587,0.20792671137897872,0.885343104946107
-1.5707963267948961,3.6651914291880927,-0.41585342275795795,-0.2079267113789796,0.885343104946107
-0.5235987755982983,-3.665191429188092,-0.16247773996452455,0.16247773996452472,0.9732430159174226
-0.5235987755982983,-2.617993877991494,-0.16247773996452428,-0.16247773996452497,0.9732430159174227
-0.5235987755982983,-1.5707963267948961,-0.12438908094679631,-0.24877816189359286,0.9605398392081699
-0.5235987755982983,-0.5235987755982983,-0.10461018257852185,-0.1046101825785212,0.9889961675364454
-0.5235987755982983,0.5235987755982996,-0.10461018257852132,0.10461018257852173,0.9889961675364454
-0.5235987755982983,1.570796326794898,-0.12438908094679621,0.24877816189359284,0.9605398392081698
-0.5235987755982983,2.6179938779914953,-0.1624777399645246,0.16247773996452444,0.9732430159174226
-0.5235987755982983,3.6651914291880927,-0.162477739964524,-0.1624777399645251,0.9732430159174226
0.5235987755982996,-3.665191429188092,0.16247773996452483,0.1624777399645249,0.9732430159174227
0.5235987755982996,-2.617993877991494,0.16247773996452522,-0.16247773996452453,0.9732430159174226
0.5235987755982996,-1.5707963267948961,0.12438908094679647,-0.24877816189359245,0.9605398392081699
0.5235987755982996,-0.5235987755982983,0.1046101825785215,-0.10461018257852159,0.9889961675364454
0.5235987755982996,0.5235987755982996,0.10461018257852187,0.10461018257852145,0.9889961675364454
0.5235987755982996,1.570796326794898,0.12438908094679645,0.24877816189359295,0.9605398392081698
0.5235987755982996,2.6179938779914953,0.16247773996452491,0.16247773996452453,0.9732430159174226
0.5235987755982996,3.6651914291880927,0.16247773996452536,-0.16247773996452464,0.9732430159174223
1.570796326794898,-3.665191429188092,0.41585342275795867,0.2079267113789794,0.8853431049461068
1.570796326794898,-2.617993877991494,0.41585342275795834,-0.20792671137897906,0.8853431049461069
1.570796326794898,-1.5707963267948961,0.30192265194359624,-0.3019226519435966,0.9042596001628582
1.570796326794898,-0.5235987755982983,0.24877816189359248,-0.12438908094679638,0.9605398392081699
1.570796326794898,0.5235987755982996,0.24877816189359273,0.12438908094679679,0.9605398392081698
1.570796326794898,1.570796326794898,0.30192265194359685,0.3019226519435957,0.904259600162858
