ky,kz,G2,G3,G4
-3.665191429188092,-3.665191429188092,0.17747880562295015,0.17747880562294993,-0.9679889188979913
-3.665191429188092,-2.617993877991494,0.17747880562295004,-0.17747880562295085,-0.9679889188979913
-3.665191429188092,-1.5707963267948961,0.23030397019555096,-0.46060794039110176,-0.8572049968128012
-3.665191429188092,-0.5235987755982983,0.409611384606933,-0.4096113846069332,-0.8151300676583966
-3.665191429188092,0.5235987755982996,0.4096113846069329,0.4096113846069342,-0.8151300676583961
-3.665191429188092,1.570796326794898,0.2303039701955503,0.4606079403911016,-0.857204996812801
-3.665191429188092,2.6179938779914953,0.1774788056229501,0.17747880562294957,-0.9679889188979914
-3.665191429188092,3.6651914291880927,0.1774788056229504,-0.17747880562295046,-0.9679889188979913
-2.617993877991494,-3.665191429188092,-0.17747880562295065,0.1774788056229502,-0.9679889188979914
-2.617993877991494,-2.617993877991494,-0.17747880562295082,-0.17747880562295076,-0.9679889188979912
-2.617993877991494,-1.5707963267948961,-0.23030397019555038,-0.46060794039110214,-0.8572049968128008
-2.617993877991494,-0.5235987755982983,-0.40961138460693364,-0.40961138460693286,-0.8151300676583965
-2.617993877991494,0.5235987755982996,-0.40961138460693314,0.4096113846069341,-0.8151300676583961
-2.617993877991494,1.570796326794898,-0.23030397019555146,0.4606079403911011,-0.8572049968128013
-2.617993877991494,2.6179938779914953,-0.17747880562295104,0.17747880562294985,-0.9679889188979913
-2.617993877991494,3.6651914291880927,-0.17747880562295074,-0.17747880562295057,-0.9679889188979912
-1.5707963267948961,-3.665191429188092,-0.4606079403911019,0.23030397019555027,-0.857204996812801
-1.5707963267948961,-2.617993877991494,-0.4606079403911014,-0.23030397019555132,-0.857204996812801
-1.5707963267948961,-1.5707963267948961,-0.5783117126821078,-0.578311712682108,-0.5754225629477645
-1.5707963267948961,-0.5235987755982983,-0.8885342406790336,-0.44426712033951593,-0.11460204590742509
-1.5707963267948961,0.5235987755982996,-0.8885342406790327,0.4442671203395169,-0.11460204590742656
-1.5707963267948961,1.570796326794898,-0.5783117126821067,0.5783117126821069,-0.5754225629477668
