kx,ky,gamma2
-3.141592653589793,-3.141592653589793,-0.03989928739449801
-3.141592653589793,-3.078760800517997,-0.04200042895158612
-3.141592653589793,-3.015928947446201,-0.04391289759975173
-3.141592653589793,-2.9530970943744057,-0.045638244318729385
-3.141592653589793,-2.8902652413026098,-0.04717882050665675
-3.141592653589793,-2.827433388230814,-0.048537488775979784
-3.141592653589793,-2.764601535159018,-0.04971736900396715
-3.141592653589793,-2.701769682087222,-0.050721620587488636
-3.141592653589793,-2.6389378290154264,-0.051553259953179095
-3.141592653589793,-2.5761059759436304,-0.05221501122086843
-3.141592653589793,-2.5132741228718345,-0.05270918736418249
-3.141592653589793,-2.4504422698000385,-0.053037599114748334
-3.141592653589793,-2.3876104167282426,-0.05320148909033214
-3.141592653589793,-2.324778563656447,-0.0532014890903321
-3.141592653589793,-2.2619467105846507,-0.05303759911474829
-3.141592653589793,-2.199114857512855,-0.05270918736418236
-3.141592653589793,-2.1362830044410592,-0.052215011220868544
-3.141592653589793,-2.0734511513692633,-0.05155325995317906
-3.141592653589793,-2.0106192982974678,-0.05072162058748867
-3.141592653589793,-1.9477874452256716,-0.049717369003967116
-3.141592653589793,-1.8849555921538759,-0.04853748877597983
-3.141592653589793,-1.82212373908208,-0.04717882050665682
-3.141592653589793,-1.759291886010284,-0.04563824431872945
-3.141592653589793,-1.6964600329384882,-0.043912897599751755
-3.141592653589793,-1.6336281798666923,-0.04200042895158619
-3.141592653589793,-1.5707963267948963,-0.039899287394498
-3.141592653589793,-1.5079644737231006,-0.03760904310972942
-3.141592653589793,-1.4451326206513047,-0.03513073231249606
-3.141592653589793,-1.3823007675795087,-0.03246721429411199
-3.141592653589793,-1.319468914507713,-0.029623523509118843
-3.141592653589793,-1.256637061435917,-0.026607194311094172
-3.141592653589793,-1.1938052083641213,-0.023428531339466246
-3.141592653589793,-1.1309733552923253,-0.020100795658870498
-3.141592653589793,-1.0681415022205294,-0.016640276706165316
-3.141592653589793,-1.0053096491487334,-0.013066223950785385
-3.141592653589793,-0.9424777960769379,-0.010208933859528774
-3.141592653589793,-0.879645943005142,-0.006928478384634007
-3.141592653589793,-0.816814089933346,-0.0034055039186705626
-3.141592653589793,-0.7539822368615501,0.00011994351897649859
-3.141592653589793,-0.6911503837897541,0.003606439011461603
-3.141592653589793,-0.6283185307179586,0.008900336847125559
-3.141592653589793,-0.5654866776461627,0.01306622395078518
-3.141592653589793,-0.5026548245743667,0.016640276706164997
-3.141592653589793,-0.43982297150257077,0.020100795658870317
-3.141592653589793,-0.3769911184307748,0.023428531339466187
-3.141592653589793,-0.31415926535897887,0.02660719431109385
-3.141592653589793,-0.25132741228718336,0.029623523509118503
-3.141592653589793,-0.1884955592153874,0.032467214294111736
-3.141592653589793,-0.12566370614359146,0.03513073231249594
-3.141592653589793,-0.06283185307179551,0.03760904310972913
-3.141592653589793,4.440892098500626e-16,0.03989928739449785
-3.141592653589793,0.06283185307179595,0.0420004289515859
-3.141592653589793,0.1256637061435919,0.04391289759975144
-3.141592653589793,0.18849555921538785,0.04563824431872919
-3.141592653589793,0.2513274122871838,0.04717882050665657
-3.141592653589793,0.31415926535897976,0.04853748877597964
-3.141592653589793,0.3769911184307757,0.04971736900396698
-3.141592653589793,0.4398229715025712,0.05072162058748846
-3.141592653589793,0.5026548245743672,0.051553259953178984
-3.141592653589793,0.5654866776461631,0.052215011220868246
-3.141592653589793,0.6283185307179591,0.05270918736418218
-3.141592653589793,0.691150383789755,0.05303759911474808
-3.141592653589793,0.7539822368615505,0.053201489090331795
-3.141592653589793,0.8168140899333465,0.05320148909033176
-3.141592653589793,0.8796459430051424,0.053037599114748125
-3.141592653589793,0.9424777960769379,0.052709187364182154
-3.141592653589793,1.0053096491487343,0.05221501122086827
-3.141592653589793,1.0681415022205298,0.05155325995317895
-3.141592653589793,1.1309733552923262,0.05072162058748846
-3.141592653589793,1.1938052083641217,0.049717369003967005
-3.141592653589793,1.2566370614359172,0.04853748877597969
-3.141592653589793,1.3194689145077136,0.04717882050665646
-3.141592653589793,1.3823007675795091,0.04563824431872919
-3.141592653589793,1.4451326206513055,0.04391289759975155
-3.141592653589793,1.507964473723101,0.04200042895158585
-3.141592653589793,1.5707963267948966,0.03989928739449769
-3.141592653589793,1.633628179866693,0.0376090431097293
-3.141592653589793,1.6964600329384885,0.035130732312495874
-3.141592653589793,1.7592918860102849,0.032467214294111806
-3.141592653589793,1.8221237390820804,0.029623523509118593
-3.141592653589793,1.8849555921538759,0.026607194311093887
-3.141592653589793,1.9477874452256723,0.023428531339466274
-3.141592653589793,2.0106192982974678,0.02010079565886993
-3.141592653589793,2.073451151369264,0.016640276706165004
-3.141592653589793,2.1362830044410597,0.01306622395078511
-3.141592653589793,2.199114857512856,0.00898943565726865
-3.141592653589793,2.2619467105846516,0.0008050192683845478
-3.141592653589793,2.324778563656447,-0.002622129661458249
-3.141592653589793,2.3876104167282435,-0.006262087724972398
-3.141592653589793,2.450442269800039,-0.009899233344479176
-3.141592653589793,2.5132741228718354,-0.013231045155314522
-3.141592653589793,2.576105975943631,-0.013066223950785447
-3.141592653589793,2.6389378290154264,-0.016640276706165295
-3.141592653589793,2.701769682087223,-0.02010079565887058
-3.141592653589793,2.7646015351590183,-0.02342853133946648
-3.141592653589793,2.8274333882308147,-0.02660719431109388
-3.141592653589793,2.89026524130261,-0.029623523509118815
-3.141592653589793,2.9530970943744057,-0.032467214294112035
-3.141592653589793,3.015928947446202,-0.035130732312496034
-3.141592653589793,3.0787608005179976,-0.0376090431097293
-3.141592653589793,3.141592653589793,-0.039899287394498016
-3.078760800517997,-3.141592653589793,-0.09970631159339462
-3.078760800517997,-3.078760800517997,-0.10162872014339694
-3.078760800517997,-3.015928947446201,-0.10336834860302203
-3.078760800517997,-2.9530970943744057,-0.1049288215932722
-3.078760800517997,-2.8902652413026098,-0.10631433955518033
-3.078760800517997,-2.827433388230814,-0.10752939443066271
-3.078760800517997,-2.764601535159018,-0.10857852463222878
-3.078760800517997,-2.701769682087222,-0.10946610855909934
-3.078760800517997,-2.6389378290154264,-0.11019619435904933
-3.078760800517997,-2.5761059759436304,-0.11077236279151298
-3.078760800517997,-2.5132741228718345,-0.11119761975677302
-3.078760800517997,-2.4504422698000385,-0.11147431517141763
-3.078760800517997,-2.3876104167282426,-0.11160408526929481
-3.078760800517997,-2.324778563656447,-0.11158781599433323
-3.078760800517997,-2.2619467105846507,-0.11142562585567099
-3.078760800517997,-2.199114857512855,-0.11111686738477539
-3.078760800517997,-2.1362830044410592,-0.11066014713019269
-3.078760800517997,-2.0734511513692633,-0.11005336491658976
-3.078760800517997,-2.0106192982974678,-0.10929377384936266
-3.078760800517997,-1.9477874452256716,-0.10837806322662695
-3.078760800517997,-1.8849555921538759,-0.1073024670766161
-3.078760800517997,-1.82212373908208,-0.10606290140195565
-3.078760800517997,-1.759291886010284,-0.10465513329182376
-3.078760800517997,-1.6964600329384882,-0.10307498474310013
-3.078760800517997,-1.6336281798666923,-0.10131857317500859
-3.078760800517997,-1.5707963267948963,-0.09938258908014595
-3.078760800517997,-1.5079644737231006,-0.09726460888983436
-3.078760800517997,-1.4451326206513047,-0.09496343785044926
-3.078760800517997,-1.3823007675795087,-0.09247947351231306
-3.078760800517997,-1.319468914507713,-0.08981507548405215
-3.078760800517997,-1.256637061435917,-0.08697492178452403
-3.078760800517997,-1.1938052083641213,-0.08396632707946265
-3.078760800517997,-1.1309733552923253,-0.0807994942332241
-3.078760800517997,-1.0681415022205294,-0.07748766903215125
-3.078760800517997,-1.0053096491487334,-0.0740471697376019
-3.078760800517997,-0.9424777960769379,-0.07049726911235193
-3.078760800517997,-0.879645943005142,-0.06545941612944942
-3.078760800517997,-0.816814089933346,-0.06238460305838367
-3.078760800517997,-0.7539822368615501,-0.05899588295861125
-3.078760800517997,-0.6911503837897541,-0.05528940316872597
-3.078760800517997,-0.6283185307179586,-0.0499431110411327
-3.078760800517997,-0.5654866776461627,-0.048251838891706186
-3.078760800517997,-0.5026548245743667,-0.044631524558324406
-3.078760800517997,-0.43982297150257077,-0.04110338228189975
-3.078760800517997,-0.3769911184307748,-0.037688757947758965
-3.078760800517997,-0.31415926535897887,-0.03440640254107941
-3.078760800517997,-0.25132741228718336,-0.031272298220157466
-3.078760800517997,-0.1884955592153874,-0.02829962666923429
-3.078760800517997,-0.12566370614359146,-0.025498860013936434
-3.078760800517997,-0.06283185307179551,-0.022877948671695125
-3.078760800517997,4.440892098500626e-16,-0.020442578503032292
-3.078760800517997,0.06283185307179595,-0.01819647076428582
-3.078760800517997,0.1256637061435919,-0.016141701630053126
-3.078760800517997,0.18849555921538785,-0.014279022454959794
-3.078760800517997,0.2513274122871838,-0.012608166650385446
-3.078760800517997,0.31415926535897976,-0.011128133472925121
-3.078760800517997,0.3769911184307757,-0.009837442806437348
-3.078760800517997,0.4398229715025712,-0.008734358014285612
-3.078760800517997,0.5026548245743672,-0.007817076129071057
-3.078760800517997,0.5654866776461631,-0.007083886106119446
-3.078760800517997,0.6283185307179591,-0.006533296708817693
-3.078760800517997,0.691150383789755,-0.006164135944883398
-3.078760800517997,0.7539822368615505,-0.005975623952197602
-3.078760800517997,0.8168140899333465,-0.00596742094454553
