kx,ky,gamma1
-3.141592653589793,-3.141592653589793,-0.03989928739449797
-3.141592653589793,-3.078760800517997,-0.09970631159339469
-3.141592653589793,-3.015928947446201,-0.158857317514298
-3.141592653589793,-2.9530970943744057,-0.21714624208113845
-3.141592653589793,-2.8902652413026098,-0.2743772470181839
-3.141592653589793,-2.827433388230814,-0.3303640986386226
-3.141592653589793,-2.764601535159018,-0.3849294736958747
-3.141592653589793,-2.701769682087222,-0.4379042341474171
-3.141592653589793,-2.6389378290154264,-0.48912670400465985
-3.141592653589793,-2.5761059759436304,-0.5384419733274719
-3.141592653589793,-2.5132741228718345,-0.5857012480077141
-3.141592653589793,-2.4504422698000385,-0.6307612592297045
-3.141592653589793,-2.3876104167282426,-0.6734837432530383
-3.141592653589793,-2.324778563656447,-0.7137350002464664
-3.141592653589793,-2.2619467105846507,-0.7513855401123484
-3.141592653589793,-2.199114857512855,-0.7863098233886147
-3.141592653589793,-2.1362830044410592,-0.8183861062194072
-3.141592653589793,-2.0734511513692633,-0.8474963998723423
-3.141592653589793,-2.0106192982974678,-0.8735265571680593
-3.141592653589793,-1.9477874452256716,-0.8963665002685518
-3.141592653589793,-1.8849555921538759,-0.915910606288148
-3.141592653589793,-1.82212373908208,-0.9320582688137341
-3.141592653589793,-1.759291886010284,-0.9447146542184259
-3.141592653589793,-1.6964600329384882,-0.9537916710758767
-3.141592653589793,-1.6336281798666923,-0.9592091683566396
-3.141592653589793,-1.5707963267948963,-0.960896372635355
-3.141592653589793,-1.5079644737231006,-0.9587935654384027
-3.141592653589793,-1.4451326206513047,-0.9528539883778258
-3.141592653589793,-1.3823007675795087,-0.9430459453882831
-3.141592653589793,-1.319468914507713,-0.9293550482983961
-3.141592653589793,-1.256637061435917,-0.9117865250847996
-3.141592653589793,-1.1938052083641213,-0.8903674816087226
-3.141592653589793,-1.1309733552923253,-0.8651489808987137
-3.141592653589793,-1.0681415022205294,-0.8362077838334548
-3.141592653589793,-1.0053096491487334,-0.8036475868113199
-3.141592653589793,-0.9424777960769379,-0.7370592790521888
-3.141592653589793,-0.879645943005142,-0.698450859077054
-3.141592653589793,-0.816814089933346,-0.6567003521964208
-3.141592653589793,-0.7539822368615501,-0.6121487490327251
-3.141592653589793,-0.6911503837897541,-0.5649268463111424
-3.141592653589793,-0.6283185307179586,-0.5305069538491107
-3.141592653589793,-0.5654866776461627,-0.48865196519926246
-3.141592653589793,-0.5026548245743667,-0.4339207731230936
-3.141592653589793,-0.43982297150257077,-0.3775486962182339
-3.141592653589793,-0.3769911184307748,-0.31981688098982664
-3.141592653589793,-0.31415926535897887,-0.26100500495554546
-3.141592653589793,-0.25132741228718336,-0.20138826810388127
-3.141592653589793,-0.1884955592153874,-0.14123496858533807
-3.141592653589793,-0.12566370614359146,-0.0808046762117754
-3.141592653589793,-0.06283185307179551,-0.0203469745917912
-3.141592653589793,4.440892098500626e-16,0.03989928739449829
-3.141592653589793,0.06283185307179595,0.09970631159339459
-3.141592653589793,0.1256637061435919,0.15885731751429785
-3.141592653589793,0.18849555921538785,0.2171462420811387
-3.141592653589793,0.2513274122871838,0.27437724701818433
-3.141592653589793,0.31415926535897976,0.3303640986386228
-3.141592653589793,0.3769911184307757,0.384929473695875
-3.141592653589793,0.4398229715025712,0.43790423414741714
-3.141592653589793,0.5026548245743672,0.48912670400466035
-3.141592653589793,0.5654866776461631,0.5384419733274721
-3.141592653589793,0.6283185307179591,0.5857012480077142
-3.141592653589793,0.691150383789755,0.6307612592297047
-3.141592653589793,0.7539822368615505,0.6734837432530382
-3.141592653589793,0.8168140899333465,0.7137350002464664
-3.141592653589793,0.8796459430051424,0.7513855401123483
-3.141592653589793,0.9424777960769379,0.7863098233886145
-3.141592653589793,1.0053096491487343,0.8183861062194074
-3.141592653589793,1.0681415022205298,0.8474963998723425
-3.141592653589793,1.1309733552923262,0.8735265571680596
-3.141592653589793,1.1938052083641217,0.8963665002685518
-3.141592653589793,1.2566370614359172,0.915910606288148
-3.141592653589793,1.3194689145077136,0.9320582688137341
-3.141592653589793,1.3823007675795091,0.944714654218426
-3.141592653589793,1.4451326206513055,0.9537916710758767
-3.141592653589793,1.507964473723101,0.9592091683566395
-3.141592653589793,1.5707963267948966,0.9608963726353548
-3.141592653589793,1.633628179866693,0.9587935654384027
-3.141592653589793,1.6964600329384885,0.9528539883778254
-3.141592653589793,1.7592918860102849,0.9430459453882832
-3.141592653589793,1.8221237390820804,0.9293550482983961
-3.141592653589793,1.8849555921538759,0.9117865250848
-3.141592653589793,1.9477874452256723,0.8903674816087223
-3.141592653589793,2.0106192982974678,0.865148980898714
-3.141592653589793,2.073451151369264,0.8362077838334547
-3.141592653589793,2.1362830044410597,0.8036475868113201
-3.141592653589793,2.199114857512856,0.758053328939915
-3.141592653589793,2.2619467105846516,0.7051173481718643
-3.141592653589793,2.324778563656447,0.6636267280773032
-3.141592653589793,2.3876104167282435,0.6189895816062146
-3.141592653589793,2.450442269800039,0.5716442424221028
-3.141592653589793,2.5132741228718354,0.5221159225327108
-3.141592653589793,2.576105975943631,0.4886519651992623
-3.141592653589793,2.6389378290154264,0.43392077312309363
-3.141592653589793,2.701769682087223,0.3775486962182336
-3.141592653589793,2.7646015351590183,0.31981688098982675
-3.141592653589793,2.8274333882308147,0.2610050049555453
-3.141592653589793,2.89026524130261,0.20138826810388094
-3.141592653589793,2.9530970943744057,0.14123496858533816
-3.141592653589793,3.015928947446202,0.08080467621177502
-3.141592653589793,3.0787608005179976,0.02034697459179129
-3.141592653589793,3.141592653589793,-0.0398992873944978
-3.078760800517997,-3.141592653589793,-0.04200042895158617
-3.078760800517997,-3.078760800517997,-0.10162872014339694
-3.078760800517997,-3.015928947446201,-0.1605932152757971
-3.078760800517997,-2.9530970943744057,-0.21868959860893472
-3.078760800517997,-2.8902652413026098,-0.2757236514304654
-3.078760800517997,-2.827433388230814,-0.331510634398325
-3.078760800517997,-2.764601535159018,-0.3858746042766255
-3.078760800517997,-2.701769682087222,-0.43864770539444015
-3.078760800517997,-2.6389378290154264,-0.48966946687844565
-3.078760800517997,-2.5761059759436304,-0.5387861290043612
-3.078760800517997,-2.5132741228718345,-0.5858500159681483
-3.078760800517997,-2.4504422698000385,-0.6307189679258631
-3.078760800517997,-2.3876104167282426,-0.6732558421358507
-3.078760800517997,-2.324778563656447,-0.7133280912694329
-3.078760800517997,-2.2619467105846507,-0.7508074262428688
-3.078760800517997,-2.199114857512855,-0.7855695710809333
-3.078760800517997,-2.1362830044410592,-0.81749411818064
-3.078760800517997,-2.0734511513692633,-0.8464644937389001
-3.078760800517997,-2.0106192982974678,-0.8723680448716785
-3.078760800517997,-1.9477874452256716,-0.8950962618932947
-3.078760800517997,-1.8849555921538759,-0.9145451511085267
-3.078760800517997,-1.82212373908208,-0.9306157749963999
-3.078760800517997,-1.759291886010284,-0.9432149774429512
-3.078760800517997,-1.6964600329384882,-0.9522563112135166
-3.078760800517997,-1.6336281798666923,-0.9576611825319535
-3.078760800517997,-1.5707963267948963,-0.9593602227455896
-3.078760800517997,-1.5079644737231006,-0.9572948888459671
-3.078760800517997,-1.4451326206513047,-0.9514192823911176
-3.078760800517997,-1.3823007675795087,-0.9417021596689771
-3.078760800517997,-1.319468914507713,-0.9281290847555941
-3.078760800517997,-1.256637061435917,-0.9107046522148442
-3.078760800517997,-1.1938052083641213,-0.8894546793591996
-3.078760800517997,-1.1309733552923253,-0.8644282422720366
-3.078760800517997,-1.0681415022205294,-0.8356994093912529
-3.078760800517997,-1.0053096491487334,-0.803368516351683
-3.078760800517997,-0.9424777960769379,-0.7675628308750596
-3.078760800517997,-0.879645943005142,-0.6985892470280449
-3.078760800517997,-0.816814089933346,-0.6551652018584978
-3.078760800517997,-0.7539822368615501,-0.6109301528994926
-3.078760800517997,-0.6911503837897541,-0.5638727414633602
-3.078760800517997,-0.6283185307179586,-0.5296426331050458
-3.078760800517997,-0.5654866776461627,-0.4900881646082682
-3.078760800517997,-0.5026548245743667,-0.4355660045096873
-3.078760800517997,-0.43982297150257077,-0.37938403054823283
-3.078760800517997,-0.3769911184307748,-0.32182172603960757
