phi,Spinx,Spiny
(-0.8035152404855678+0j),(0.8944527065274274+0j),(-0.44716256080508354+0j)
(-0.7974540626570069+0j),(0.8960711128496647+0j),(-0.4439105323332213+0j)
(-0.7914151072347448+0j),(0.8976772199298342+0j),(-0.44065361546121934+0j)
(-0.7853981633974484+0j),(0.8992713628679644+0j),(-0.43739114751626396+0j)
(-0.77940302946675+0j),(0.9008538579854382+0j),(-0.4341224787462085+0j)
(-0.7734295123798894+0j),(0.9024250034913173+0j),(-0.4308469717587631+0j)
(-0.7674774271901589+0j),(0.9039850801060624+0j),(-0.42756400099357766+0j)
(-0.7615465965934386+0j),(0.9055343516454306+0j),(-0.4242729522254389+0j)
(-0.7556368504792336+0j),(0.9070730655671142+0j),(-0.4209732220969384+0j)
(-0.7497480255047432+0j),(0.9086014534825071+0j),(-0.4176642176790771+0j)
(-0.7438799646905999+0j),(0.9101197316358072+0j),(-0.41434535605840517+0j)
(-0.7380325170370144+0j),(0.9116281013524968+0j),(-0.41101606394938167+0j)
(-0.7322055371591457+0j),(0.913126749459117+0j),(-0.40767577733074484+0j)
(-0.7263988849406116+0j),(0.9146158486761019+0j),(-0.4043239411047708+0j)
(-0.7206124252041171+0j),(0.9160955579853236+0j),(-0.4009600087783802+0j)
(-0.7148460273982555+0j),(0.9175660229738951+0j),(-0.39758344216512564+0j)
(-0.7090995652995981+0j),(0.919027376155661+0j),(-0.39419371110716767+0j)
(-0.7033729167292475+0j),(0.9204797372717305+0j),(-0.3907902932164078+0j)
(-0.6976659632830866+0j),(0.9219232135713035+0j),(-0.38737267363400957+0j)
(-0.6919785900750008+0j),(0.9233579000739767+0j),(-0.3839403448075966+0j)
(-0.686310685492401+0j),(0.9247838798146382+0j),(-0.38049280628546084+0j)
(-0.6806621409634163+0j),(0.9262012240719887+0j),(-0.37702956452717307+0j)
(-0.6750328507351645+0j),(0.9276099925816794+0j),(-0.3735501327300216+0j)
(-0.6694227116625483+0j),(0.9290102337349814+0j),(-0.3700540306707593+0j)
(-0.6638316230070488+0j),(0.9304019847638749+0j),(-0.36654078456215816+0j)
(-0.6582594862450363+0j),(0.9317852719133748+0j),(-0.36300992692393175+0j)
(-0.6527062048851319+0j),(0.9331601106018852+0j),(-0.3594609964675965+0j)
(-0.6471716842941873+0j),(0.934526505570325+0j),(-0.35589353799488593+0j)
(-0.6416558315314759+0j),(0.9358844510207354+0j),(-0.3523071023093588+0j)
(-0.6361585551907089+0j),(0.9372339307450456+0j),(-0.34870124614086373+0j)
(-0.6306797652495141+0j),(0.938574918244645+0j),(-0.34507553208255454+0j)
(-0.6252193729260338+0j),(0.9399073768413774+0j),(-0.3414295285401679+0j)
(-0.6197772905423176+0j),(0.9412312597805543+0j),(-0.33776280969329736+0j)
(-0.6143534313942043+0j),(0.9425465103265587+0j),(-0.3340749554684195+0j)
(-0.6089477096274016+0j),(0.9438530618515854+0j),(-0.3303655515234414+0j)
(-0.6035600401194896+0j),(0.9451508379180564+0j),(-0.326634189243557+0j)
(-0.5981903383675883+0j),(0.9464397523552215+0j),(-0.3228804657482195+0j)
(-0.592838520381438+0j),(0.9477197093304435+0j),(-0.31910398390903855+0j)
(-0.5875045025816648+0j),(0.948990603415658+0j),(-0.3153043523784368+0j)
(-0.5821882017030016+0j),(0.9502523196494775+0j),(-0.3114811856289033+0j)
(-0.5768895347022577+0j),(0.9515047335954043+0j),(-0.30763410400269137+0j)
(-0.5716084186708325+0j),(0.9527477113966061+0j),(-0.3037627337718199+0j)
(-0.5663447707515831+0j),(0.953981109827697+0j),(-0.2998667072082455+0j)
(-0.5610985080598623+0j),(0.9552047763439651+0j),(-0.2959456626640708+0j)
(-0.5558695476085537+0j),(0.9564185491284722+0j),(-0.2919992446616739+0j)
(-0.5506578062369376+0j),(0.957622257137459+0j),(-0.28802710399363235+0j)
(-0.5454632005432289+0j),(0.9588157201444656+0j),(-0.2840288978323331+0j)
(-0.5402856468206366+0j),(0.9599987487835979+0j),(-0.2800042898491493+0j)
(-0.535125060996799+0j),(0.9611711445923428+0j),(-0.275952950343072+0j)
(-0.5299813585764608+0j),(0.9623327000543468+0j),(-0.2718745563786925+0j)
(-0.5248544545872516+0j),(0.963483198642573+0j),(-0.26776879193340747+0j)
(-0.51974426352845+0j),(0.9646224148632347+0j),(-0.2636353480537489+0j)
(-0.5146506993226049+0j),(0.9657501143009218+0j),(-0.2594739230207083+0j)
(-0.5095736752699003+0j),(0.9668660536653187+0j),(-0.2552842225239407+0j)
(-0.5045131040051549+0j),(0.9679699808399271+0j),(-0.2510659598447215+0j)
(-0.4994688974573468+0j),(0.9690616349331926+0j),(-0.2468188560475231+0j)
(-0.49444096681156385+0j),(0.9701407463324482+0j),(-0.24254264018007332+0j)
(-0.48942922247328113+0j),(0.9712070367610756+0j),(-0.23823704948175287+0j)
(-0.48443357403487153+0j),(0.9722602193392937+0j),(-0.23390182960017325+0j)
(-0.47945393024426036+0j),(0.9732999986489839+0j),(-0.22953673481577627+0j)
(-0.4744901989756363+0j),(0.9743260708029546+0j),(-0.22514152827427494+0j)
(-0.46954228720213687+0j),(0.9753381235190584+0j),(-0.22071598222675726+0j)
(-0.4646101009704292+0j),(0.9763358361995672+0j),(-0.2162598782772521+0j)
(-0.459693545377106+0j),(0.9773188800162155+0j),(-0.2117730076375421+0j)
(-0.4547925245468285+0j),(0.978286918001316+0j),(-0.2072551713890071+0j)
(-0.4499069416121419+0j),(0.9792396051453602+0j),(-0.20270618075125174+0j)
(-0.44503669869489604+0j),(0.9801765885015056+0j),(-0.1981258573572622+0j)
(-0.4401816968892065+0j),(0.9810975072973553+0j),(-0.19351403353482138+0j)
(-0.43534183624589307+0j),(0.9820019930544329+0j),(-0.18887055259389024+0j)
(-0.4305170157583345+0j),(0.9828896697157525+0j),(-0.18419526911964643+0j)
(-0.4257071333496823+0j),(0.9837601537818784+0j),(-0.17948804927085035+0j)
(-0.4209120858613768+0j),(0.9846130544558678+0j),(-0.1747487710831942+0j)
(-0.41613176904291255+0j),(0.9854479737974836+0j),(-0.1699773247772601+0j)
(-0.4113660775427995+0j),(0.9862645068870585+0j),(-0.1651736130706951+0j)
(-0.40661490490067237+0j),(0.9870622419993819+0j),(-0.1603375514941963+0j)
(-0.40187814354049967+0j),(0.9878407607879813+0j),(-0.15546906871086108+0j)
(-0.39715568476484336+0j),(0.9885996384801515+0j),(-0.15056810683844615+0j)
(-0.39244741875012945+0j),(0.9893384440830798+0j),(-0.14563462177405057+0j)
(-0.38775323454288413+0j),(0.9900567406014041+0j),(-0.14066858352071376+0j)
(-0.38307302005689386+0j),(0.990754085266527+0j),(-0.1356699765153936+0j)
(-0.3784066620712518+0j),(0.991430029777995+0j),(-0.13063879995776226+0j)
(-0.37375404622925096+0j),(0.9920841205572365+0j),(-0.12557506813924021+0j)
(-0.3691150570380886+0j),(0.9927158990139368+0j),(-0.12047881077165098+0j)
(-0.36448957786934616+0j),(0.9933249018253071+0j),(-0.11535007331486229+0j)
(-0.35987749096021077+0j),(0.993910661228487+0j),(-0.11018891730274892+0j)
(-0.3552786774154072+0j),(0.9944727053262972+0j),(-0.10499542066678944+0j)
(-0.35069301720980683+0j),(0.9950105584065361+0j),(-0.09976967805657794+0j)
(-0.3461203891916854+0j),(0.9955237412749893+0j),(-0.0945118011565142+0j)
(-0.34156067108660154+0j),(0.9960117716022895+0j),(-0.08922191899790634+0j)
(-0.337013739501864+0j),(0.9964741642847474+0j),(-0.08390017826568942+0j)
(-0.33247946993156724+0j),(0.9969104318192281+0j),(-0.07854674359895646+0j)
(-0.3279577367621651+0j),(0.9973200846921284+0j),(-0.0731617978844566+0j)
(-0.32344841327856017+0j),(0.9977026317824675+0j),(-0.06774554254220773+0j)
(-0.3189513716706851+0j),(0.9980575807790754+0j),(-0.06229819780233955+0j)
(-0.31446648304055247+0j),(0.9983844386118162+0j),(-0.0568200029722707+0j)
(-0.30999361740975334+0j),(0.9986827118967528+0j),(-0.05131121669330494+0j)
(-0.30553264372738187+0j),(0.9989519073951146+0j),(-0.045772117185709595+0j)
(-0.3010834298783675+0j),(0.9991915324858824+0j),(-0.04020300248133045+0j)
(-0.296645842692195+0j),(0.9994010956517699+0j),(-0.03460419064278218+0j)
(-0.29221974795199424+0j),(0.999580106978325+0j),(-0.028976019968246898+0j)
(-0.28780501040398393+0j),(0.9997280786658335+0j),(-0.023318849180895697+0j)
(-0.2834014937672478+0j),(0.9998445255536516+0j),(-0.0176330576019519+0j)
(-0.27900906074383414+0j),(0.9999289656565529+0j),(-0.0119190453064106+0j)
(-0.2746275730291578+0j),(0.9999809207126137+0j),(-0.006177233260422688+0j)
(-0.2702568913226928+0j),(0.9999999167421114+0j),(-0.00040806343935954095+0j)
(-0.26589687533894074+0j),(0.999985484616863+0j),(0.005388001074419321+0j)
(-0.2615473838186621+0j),(0.9999371606393653+0j),(0.011210476015066256+0j)
(-0.25720827454035716+0j),(0.9998544871310528+0j),(0.017058855878972424+0j)
(-0.2528794043319853+0j),(0.9997370130289288+0j),(0.022932613893657916+0j)
(-0.2485606290829096+0j),(0.9995842944897722+0j),(0.02883120201074839+0j)
(-0.2442518037560576+0j),(0.9993958955010654+0j),(0.0347540509239361+0j)
(-0.23995278240028617+0j),(0.9991713884977362+0j),(0.04070057011278911+0j)
(-0.23566341816294054+0j),(0.998910354983747+0j),(0.046670147913250075+0j)
(-0.23138356330260026+0j),(0.9986123861575189+0j),(0.05266215161562034+0j)
(-0.22711306920199792+0j),(0.9982770835401161+0j),(0.05867592759079423+0j)
(-0.22285178638110775+0j),(0.9979040596050742+0j),(0.06471080144545226+0j)
(-0.21859956451039247+0j),(0.9974929384086975+0j),(0.07076607820688358+0j)
(-0.21435625242420062+0j),(0.9970433562196109+0j),(0.07684104253804924+0j)
(-0.21012169813430837+0j),(0.9965549621463009+0j),(0.08293495898343886+0j)
(-0.20589574884359743+0j),(0.9960274187613397+0j),(0.0890470722462169+0j)
(-0.20167825095986291+0j),(0.995460402720945+0j),(0.09517660749708357+0j)
(-0.19746905010974453+0j),(0.9948536053784968+0j),(0.10132277071520648+0j)
(-0.1932679911527752+0j),(0.9942067333905884+0j),(0.10748474906150898+0j)
(-0.18907491819554104+0j),(0.9935195093141734+0j),(0.11366171128451423+0j)
(-0.1848896746059475+0j),(0.9927916721933318+0j),(0.11985280815887639+0j)
(-0.18071210302758597+0j),(0.9920229781341673+0j),(0.12605717295662944+0j)
(-0.17654204539419774+0j),(0.9912132008663285+0j),(0.13227392195110715+0j)
(-0.17237934294422616+0j),(0.9903621322896311+0j),(0.1385021549533985+0j)
(-0.16822383623545836+0j),(0.9894695830042617+0j),(0.14474095588109384+0j)
(-0.16407536515974835+0j),(0.9885353828230334+0j),(0.15098939335900044+0j)
(-0.15993376895781822+0j),(0.9875593812641775+0j),(0.1572465213513961+0j)
(-0.1557988862341347+0j),(0.9865414480231579+0j),(0.16351137982529182+0j)
(-0.1516705549718562+0j),(0.9854814734220204+0j),(0.16978299544407865+0j)
(-0.14754861254784774+0j),(0.9843793688348047+0j),(0.17606038229082577+0j)
(-0.14343289574776008+0j),(0.9832350670875847+0j),(0.18234254262040175+0j)
(-0.13932324078117006+0j),(0.982048522831729+0j),(0.18862846763948188+0j)
(-0.13521948329677919+0j),(0.9808197128890256+0j),(0.1949171383134116+0j)
(-0.13112145839766787+0j),(0.9795486365673545+0j),(0.20120752619879087+0j)
(-0.1270290006566018+0j),(0.9782353159456558+0j),(0.20749859430054682+0j)
(-0.12294194413139038+0j),(0.9768797961269957+0j),(0.2137892979521648+0j)
(-0.1188601223802897+0j),(0.9754821454585999+0j),(0.22007858571766406+0j)
(-0.1147833684774542+0j),(0.974042455717807+0j),(0.22636540031379396+0j)
(-0.11071151502842991+0j),(0.9725608422629608+0j),(0.23264867955086324+0j)
(-0.1066443941856894+0j),(0.9710374441483561+0j),(0.2389273572905124+0j)
(-0.10258183766420556+0j),(0.9694724242024357+0j),(0.24520036441867826+0j)
(-0.09852367675706268+0j),(0.9678659690685383+0j),(0.2514666298319116+0j)
(-0.09446974235110298+0j),(0.9662182892075909+0j),(0.25772508143515316+0j)
(-0.09041986494260636+0j),(0.9645296188622497+0j),(0.2639746471490081+0j)
(-0.08637387465300218+0j),(0.9628002159820948+0j),(0.2702142559245012+0j)
(-0.08233160124461109+0j),(0.9610303621096022+0j),(0.2764428387632545+0j)
(-0.07829287413641492+0j),(0.9592203622267299+0j),(0.2826593297409815+0j)
(-0.07425752241985527+0j),(0.957370544562066+0j),(0.2888626670321616+0j)
(-0.07022537487465427+0j),(0.9554812603586126+0j),(0.2950517939337385+0j)
(-0.06619625998466255+0j),(0.9535528836023993+0j),(0.3012256598856564+0j)
(-0.06217000595372803+0j),(0.9515858107122324+0j),(0.30738322148605257+0j)
(-0.05814644072158624+0j),(0.9495804601910165+0j),(0.31352344349891487+0j)
(-0.054125391979770544+0j),(0.9475372722392028+0j),(0.3196452998520251+0j)
(-0.05010668718754057+0j),(0.9454567083310309+0j),(0.32574777462302357+0j)
(-0.046090153587828045+0j),(0.9433392507543609+0j),(0.33182986301145534+0j)
(-0.04207561822319833+0j),(0.9411854021149955+0j),(0.337890572294692+0j)
(-0.038062907951826694+0j),(0.9389956848065119+0j),(0.34392892276566395+0j)
(-0.0340518494634879+0j),(0.9367706404467286+0j),(0.3499439486503891+0j)
(-0.03004226929555803+0j),(0.9345108292820387+0j),(0.35593469900333785+0j)
(-0.02603399384902692+0j),(0.9322168295609375+0j),(0.36190023857874726+0j)
(-0.02202684940452188+0j),(0.9298892368781753+0j),(0.36783964867605706+0j)
(-0.01802066213833708+0j),(0.927528663491042+0j),(0.37375202795773776+0j)
(-0.014015258138473333+0j),(0.9251357376093897+0j),(0.3796364932378482+0j)
(-0.010010463420682599+0j),(0.9227111026610615+0j),(0.38549218023976567+0j)
(-0.006006103944518022+0j),(0.9202554165344747+0j),(0.39131824432162704+0j)
(-0.002002005629387882+0j),(0.9177693508001602+0j),(0.39711386116812003+0j)
(0.002002005629387599+0j),(0.915253589913126+0j),(0.4028782274473712+0j)
(0.006006103944517739+0j),(0.912708830397949+0j),(0.40861056143179697+0j)
(0.010010463420682316+0j),(0.910135780018544+0j),(0.41431010358188997+0j)
(0.01401525813847305+0j),(0.9075351569345927+0j),(0.4199761170920369+0j)
(0.0180206621383368+0j),(0.904907688846629+0j),(0.4256078883975868+0j)
(0.022026849404521594+0j),(0.9022541121318064+0j),(0.4312047276425039+0j)
(0.02603399384902692+0j),(0.8995751709723645+0j),(0.4367659691070738+0j)
(0.030042269295557745+0j),(0.8968716164788224+0j),(0.44229097159524333+0j)
(0.03405184946348762+0j),(0.894144205809909+0j),(0.4477791187813106+0j)
(0.03806290795182641+0j),(0.8913937012912304+0j),(0.4532298195157956+0j)
(0.042075618223198046+0j),(0.8886208695346424+0j),(0.4586425080904479+0j)
(0.04609015358782776+0j),(0.8858264805602687+0j),(0.4640166444624677+0j)
(0.050106687187540286+0j),(0.8830113069230675+0j),(0.46935171443813467+0j)
(0.05412539197977026+0j),(0.880176122845795+0j),(0.47464722981614904+0j)
(0.05814644072158596+0j),(0.8773217033601711+0j),(0.4799027284911057+0j)
(0.06217000595372774+0j),(0.8744488234579904+0j),(0.4851177745176285+0j)
(0.06619625998466228+0j),(0.8715582572538536+0j),(0.4902919581357883+0j)
(0.070225374874654+0j),(0.8686507771611351+0j),(0.4954248957585357+0j)
(0.07425752241985499+0j),(0.8657271530827149+0j),(0.5005162299219655+0j)
(0.07829287413641492+0j),(0.8627881516179374+0j),(0.5055656291993186+0j)
(0.0823316012446108+0j),(0.8598345352871748+0j),(0.51057278807971+0j)
(0.08637387465300189+0j),(0.8568670617752752+0j),(0.5155374268126486+0j)
(0.09041986494260608+0j),(0.8538864831951122+0j),(0.52045929121948+0j)
(0.0944697423511027+0j),(0.8508935453723389+0j),(0.5253381524729491+0j)
(0.0985236767570624+0j),(0.8478889871523695+0j),(0.5301738068461411+0j)
(0.10258183766420527+0j),(0.844873539730519+0j),(0.5349660754320998+0j)
(0.10664439418568912+0j),(0.8418479260061339+0j),(0.5397148038354805+0j)
(0.11071151502842963+0j),(0.8388128599614525+0j),(0.5444198618376158+0j)
(0.11478336847745389+0j),(0.8357690460658462+0j),(0.5490811430364235+0j)
(0.11886012238028942+0j),(0.8327171787059893+0j),(0.5536985644625942+0j)
(0.1229419441313901+0j),(0.8296579416424243+0j),(0.5582720661735241+0j)
(0.12702900065660153+0j),(0.8265920074928901+0j),(0.5628016108264741+0j)
(0.13112145839766756+0j),(0.8235200372426953+0j),(0.5672871832324347+0j)
(0.13521948329677888+0j),(0.8204426797823322+0j),(0.5717287898921881+0j)
(0.13932324078116975+0j),(0.8173605714724415+0j),(0.5761264585160483+0j)
(0.1434328957477598+0j),(0.8142743357361582+0j),(0.580480237528754+0j)
(0.14754861254784746+0j),(0.811184582678784+0j),(0.5847901955609783+0j)
(0.15167055497185591+0j),(0.8080919087346699+0j),(0.5890564209288939+0j)
(0.1557988862341344+0j),(0.8049968963411008+0j),(0.5932790211032201+0j)
(0.1599337689578179+0j),(0.8019001136389267+0j),(0.5974581221691414+0j)
(0.16407536515974805+0j),(0.7988021141996006+0j),(0.6015938682784662+0j)
(0.16822383623545809+0j),(0.7957034367782404+0j),(0.6056864210953526+0j)
(0.17237934294422586+0j),(0.7926046050922608+0j),(0.6097359592368992+0j)
(0.17654204539419746+0j),(0.7895061276250723+0j),(0.613742677709855+0j)
(0.1807121030275857+0j),(0.7864084974543059+0j),(0.6177067873446603+0j)
(0.18488967460594719+0j),(0.7833121921039552+0j),(0.6216285142279885+0j)
(0.18907491819554076+0j),(0.7802176734198125+0j),(0.6255080991349152+0j)
(0.1932679911527749+0j),(0.7771253874675152+0j),(0.629345796961785+0j)
(0.19746905010974422+0j),(0.7740357644525032+0j),(0.633141876160809+0j)
(0.2016782509598626+0j),(0.7709492186611476+0j),(0.6368966181773665+0j)
(0.20589574884359713+0j),(0.767866148422294+0j),(0.6406103168909411+0j)
(0.2101216981343081+0j),(0.7647869360884341+0j),(0.6442832780605637+0j)
(0.2143562524242003+0j),(0.7617119480357075+0j),(0.6479158187755936+0j)
(0.21859956451039217+0j),(0.758641534681919+0j),(0.6515082669126024+0j)
(0.22285178638110748+0j),(0.7555760305217429+0j),(0.6550609605990928+0j)
(0.2271130692019976+0j),(0.7525157541782825+0j),(0.6585742476847167+0j)
(0.23138356330259996+0j),(0.7494610084701435+0j),(0.6620484852206184+0j)
(0.23566341816294054+0j),(0.746412080493179+0j),(0.665484038947475+0j)
(0.23995278240028584+0j),(0.7433692417160681+0j),(0.6688812827927525+0j)
(0.24425180375605732+0j),(0.7403327480888836+0j),(0.6722405983776654+0j)
(0.2485606290829093+0j),(0.7373028401638237+0j),(0.6755623745342536+0j)
(0.25287940433198497+0j),(0.7342797432272741+0j),(0.6788470068329745+0j)
(0.2572082745403569+0j),(0.73126366744239+0j),(0.6820948971211452+0j)
(0.26154738381866177+0j),(0.7282548080013922+0j),(0.6853064530725327+0j)
(0.26589687533894046+0j),(0.7252533452867849+0j),(0.6884820877483508+0j)
(0.2702568913226925+0j),(0.7222594450407185+0j),(0.691622219169883+0j)
(0.2746275730291575+0j),(0.7192732585417387+0j),(0.6947272699029089+0j)
(0.27900906074383386+0j),(0.7162949227881762+0j),(0.6977976666540814+0j)
(0.2834014937672475+0j),(0.713324560687454+0j),(0.7008338398793618+0j)
(0.2878050104039836+0j),(0.7103622812506031+0j),(0.7038362234045923+0j)
(0.29221974795199424+0j),(0.7074081797913063+0j),(0.7068052540582527+0j)
(0.2966458426921947+0j),(0.7044623381287997+0j),(0.7097413713164148+0j)
(0.30108342987836717+0j),(0.7015248247939918+0j),(0.712645016959888+0j)
(0.30553264372738154+0j),(0.6985956952381763+0j),(0.7155166347435181+0j)
(0.30999361740975306+0j),(0.6956749920437377+0j),(0.7183566700775774+0j)
(0.31446648304055214+0j),(0.6927627451362767+0j),(0.7211655697211635+0j)
(0.31895137167068477+0j),(0.6898589719975897+0j),(0.7239437814875054+0j)
(0.3234484132785599+0j),(0.6869636778789813+0j),(0.7266917539610475+0j)
(0.3279577367621648+0j),(0.6840768560143867+0j),(0.7294099362261746+0j)
(0.3324794699315669+0j),(0.681198487832823+0j),(0.7320987776074178+0j)
(0.3370137395018637+0j),(0.6783285431696956+0j),(0.7347587274209668+0j)
(0.3415606710866012+0j),(0.675466980476516+0j),(0.7373902347373051+0j)
(0.3461203891916851+0j),(0.6726137470286064+0j),(0.7399937481547652+0j)
(0.35069301720980656+0j),(0.6697687791303807+0j),(0.7425697155837958+0j)
(0.3552786774154069+0j),(0.6669320023178251+0j),(0.7451185840417192+0j)
(0.3598774909602105+0j),(0.6641033315578023+0j),(0.7476407994577527+0j)
(0.3644895778693458+0j),(0.6612826714438421+0j),(0.7501368064880538+0j)
(0.3691150570380883+0j),(0.6584699163880827+0j),(0.7526070483405476+0j)
(0.3737540462292506+0j),(0.6556649508090554+0j),(0.7550519666092916+0j)
(0.3784066620712514+0j),(0.6528676493150172+0j),(0.7574720011181165+0j)
(0.38307302005689353+0j),(0.6500778768825526+0j),(0.7598675897732925+0j)
(0.38775323454288374+0j),(0.6472954890301835+0j),(0.7622391684249606+0j)
(0.3924474187501291+0j),(0.6445203319867372+0j),(0.7645871707370625+0j)
(0.39715568476484303+0j),(0.64175224285424+0j),(0.7669120280655093+0j)
(0.40187814354049944+0j),(0.6389910497651156+0j),(0.7692141693443223+0j)
(0.40661490490067204+0j),(0.6362365720334762+0j),(0.7714940209794833+0j)
(0.41136607754279914+0j),(0.6334886203003156+0j),(0.7737520067502266+0j)
(0.4161317690429122+0j),(0.6307469966724116+0j),(0.7759885477175116+0j)
(0.42091208586137646+0j),(0.6280114948547647+0j),(0.7782040621394133+0j)
(0.4257071333496819+0j),(0.6252819002764044+0j),(0.7803989653931691+0j)
(0.4305170157583342+0j),(0.6225579902094054+0j),(0.7825736699036239+0j)
(0.43534183624589273+0j),(0.6198395338809617+0j),(0.7847285850778168+0j)
(0.44018169688920616+0j),(0.6171262925783724+0j),(0.7868641172454576+0j)
(0.4450366986948957+0j),(0.6144180197468032+0j),(0.78898066960504+0j)
(0.44990694161214156+0j),(0.611714461079688+0j),(0.7910786421753448+0j)
(0.4547925245468281+0j),(0.6090153546016408+0j),(0.7931584317520918+0j)
(0.4596935453771056+0j),(0.6063204307437553+0j),(0.7952204318694955+0j)
(0.4646101009704289+0j),(0.6036294124111633+0j),(0.7972650327664909+0j)
(0.46954228720213687+0j),(0.6009420150427387+0j),(0.7992926213573931+0j)
(0.47449019897563594+0j),(0.5982579466628201+0j),(0.8013035812067648+0j)
(0.47945393024426003+0j),(0.595576907924836+0j),(0.8032982925082633+0j)
(0.48443357403487114+0j),(0.5928985921467134+0j),(0.805277132067244+0j)
(0.48942922247328075+0j),(0.5902226853379463+0j),(0.8072404732869034+0j)
(0.4944409668115635+0j),(0.5875488662182035+0j),(0.8091886861577489+0j)
(0.49946889745734646+0j),(0.5848768062273494+0j),(0.8111221372501775+0j)
(0.5045131040051546+0j),(0.5822061695267473+0j),(0.8130411897099633+0j)
(0.5095736752698999+0j),(0.5795366129917142+0j),(0.8149462032564432+0j)
(0.5146506993226044+0j),(0.5768677861949874+0j),(0.8168375341832026+0j)
(0.5197442635284497+0j),(0.5741993313810568+0j),(0.8187155353610603+0j)
(0.5248544545872512+0j),(0.5715308834312157+0j),(0.8205805562431603+0j)
(0.5299813585764604+0j),(0.5688620698191674+0j),(0.8224329428719722+0j)
(0.535125060996799+0j),(0.5661925105570224+0j),(0.8242730378880146+0j)
(0.5402856468206362+0j),(0.5635218181315086+0j),(0.8261011805401074+0j)
(0.5454632005432286+0j),(0.5608495974302101+0j),(0.8279177066969708+0j)
(0.5506578062369373+0j),(0.5581754456576327+0j),(0.8297229488599813+0j)
(0.5558695476085533+0j),(0.5554989522408894+0j),(0.8315172361769021+0j)
(0.5610985080598618+0j),(0.5528196987247832+0j),(0.8333008944564023+0j)
(0.5663447707515826+0j),(0.5501372586560436+0j),(0.8350742461831844+0j)
(0.5716084186708321+0j),(0.5474511974564755+0j),(0.8368376105335318+0j)
(0.5768895347022572+0j),(0.5447610722847414+0j),(0.8385913033910971+0j)
(0.5821882017030011+0j),(0.5420664318864938+0j),(0.8403356373627416+0j)
(0.5875045025816644+0j),(0.5393668164325573+0j),(0.8420709217942441+0j)
(0.5928385203814377+0j),(0.5366617573448299+0j),(0.8437974627856849+0j)
(0.598190338367588+0j),(0.5339507771095571+0j),(0.8455155632063197+0j)
(0.6035600401194896+0j),(0.5312333890776165+0j),(0.8472255227087473+0j)
(0.6089477096274012+0j),(0.5285090972514113+0j),(0.8489276377421684+0j)
(0.6143534313942038+0j),(0.525777396057958+0j),(0.8506222015645448+0j)
(0.6197772905423168+0j),(0.5230377701077215+0j),(0.8523095042534388+0j)
(0.6252193729260334+0j),(0.5202896939387183+0j),(0.8539898327153286+0j)
(0.6306797652495133+0j),(0.5175326317453885+0j),(0.8556634706931764+0j)
(0.6361585551907084+0j),(0.5147660370916808+0j),(0.8573306987720236+0j)
(0.6416558315314759+0j),(0.5119893526077933+0j),(0.8589917943823752+0j)
(0.6471716842941868+0j),(0.5092020096699397+0j),(0.8606470318011297+0j)
(0.6527062048851319+0j),(0.506403428062492+0j),(0.862296682149802+0j)
(0.6582594862450358+0j),(0.5035930156218102+0j),(0.8639410133897635+0j)
(0.6638316230070488+0j),(0.5007701678609989+0j),(0.8655802903142303+0j)
(0.669422711662548+0j),(0.4979342675748141+0j),(0.8672147745366965+0j)
(0.6750328507351645+0j),(0.49508468442386444+0j),(0.8688447244755088+0j)
(0.6806621409634154+0j),(0.49222077449721274+0j),(0.8704703953342491+0j)
(0.6863106854924006+0j),(0.48934187985241173+0j),(0.8720920390775896+0j)
(0.6919785900750001+0j),(0.4864473280319557+0j),(0.8737099044022398+0j)
(0.6976659632830863+0j),(0.48353643155504533+0j),(0.8753242367026135+0j)
(0.7033729167292467+0j),(0.4806084873835115+0j),(0.8769352780307867+0j)
(0.7090995652995976+0j),(0.4776627763606385+0j),(0.8785432670503183+0j)
(0.7148460273982555+0j),(0.4746985626215724+0j),(0.8801484389834555+0j)
(0.7206124252041166+0j),(0.47171509297387987+0j),(0.881751025551229+0j)
(0.7263988849406116+0j),(0.46871159624674935+0j),(0.8833512549058978+0j)
(0.7322055371591453+0j),(0.4656872826072095+0j),(0.8849493515551685+0j)
(0.7380325170370144+0j),(0.4626413428416286+0j),(0.8865455362775759+0j)
(0.7438799646905995+0j),(0.45957294760064443+0j),(0.8881400260283598+0j)
(0.7497480255047427+0j),(0.4564812466055284+0j),(0.8897330338351291+0j)
(0.7556368504792327+0j),(0.45336536781386855+0j),(0.891324768682547+0j)
(0.7615465965934382+0j),(0.45022441654227985+0j),(0.8929154353852126+0j)
(0.767477427190158+0j),(0.44705747454371036+0j),(0.8945052344478482+0j)
(0.773429512379889+0j),(0.44386359903670697+0j),(0.8960943619118366+0j)
(0.7794030294667491+0j),(0.4406418216838422+0j),(0.8976830091870655+0j)
(0.785398163397448+0j),(0.4373911475162638+0j),(0.8992713628679645+0j)
(0.7914151072347448+0j),(0.43411055380113306+0j),(0.900859604532512+0j)
(0.7974540626570065+0j),(0.4307989888484423+0j),(0.9024479105229064+0j)
(0.8035152404855678+0j),(0.4274553707534605+0j),(0.9040364517064684+0j)
(0.8095988612417446+0j),(0.4240785860707517+0j),(0.9056253932152258+0j)
(0.8157051557355272+0j),(0.4206674884153899+0j),(0.9072148941625064+0j)
(0.821834365688105+0j),(0.41722089698667186+0j),(0.908805107334701+0j)
(0.8279867443906165+0j),(0.4137375950092147+0j),(0.9103961788562117+0j)
